,meanSeat1,meanSeat2,meanSeat3,meanSeat4,meanSeat5,meanSeat6,meanSeat7,meanSeat8,meanSeat9,meanSeat10,meanSeat11,meanSeat12,meanSeat13,meanSeat14,meanSeat15,meanSeat16,meanSeat17,meanSeat18,meanSeat19,meanSeat20,meanSeat21,meanSeat22,meanSeat23,meanSeat24,meanSeat25,meanSeat26,meanSeat27,meanSeat28,meanSeat29,meanSeat30,meanSeat31,meanSeat32,single_touch_object_10_surface_1,single_touch_object_11_surface_1,single_touch_object_1_surface_1,single_touch_object_2_surface_1,single_touch_object_3_surface_1,single_touch_object_4_surface_1,single_touch_object_5_surface_1,single_touch_object_6_surface_1,single_touch_object_7_surface_1,single_touch_object_8_surface_1,single_touch_object_9_surface_1,meanPole1,meanPole2,meanPole3,meanPole4,meanPole5,meanPole6,meanPole7,meanPole8,meanPole9,meanPole10,meanPole11,meanPole12,meanPole13,meanPole14,meanPole15,meanPole16,meanPole17,meanHoriz1,meanHoriz2,meanHoriz3,meanHoriz4
118,0.0,0.0,0.07933585079904128,0.0,0.2789391357381041,14.085630505103657,0.0,0.0,0.0,0.0,2280.455344403839,23.4583787458365,0.0,0.0009475283473883806,0.0,0.0,0.35310133649020986,0.1269670338343514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14839808841239782,0.0,0.0,0.0,1.5249797058230403,10.616526726536652,0.07303473060159914,0.0,4.236509064428796,0.005362989224640569,0.0011226616743660312,0.00015206950879904116,0.0,82.93743106790316,1.3207396841204377,77.1440234063341,0.016425184128098347,49.48731568249427,0.28512912172113525,0.5688419226068486,1.0945289324273708,3.8932179527904296,4.92971445173527,163.19038276285664,5.7545105650518815,151.9564215934122,1.5602453279348738,1.4545592917273145,0.21105181920641464,30.498579967110565,0.0,0.10132674076595269,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.03390497728208982,0.00730589552083515,19.17622585747698,5.032727754517215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005825452678870837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3308721170286413e-06,1.7021118181259087,10.725958703491557,0.0,0.0,1.3890692138146532,0.001106582090175293,0.0,0.9979557338510844,2.4305432742073103,0.0,0.0,0.10705243474850228,34484.47324024608,15.709759268056027,0.051475615846370316,0.9978496648225608,1.675702093518107,0.7477669398457331,140.9200743579553,0.9254828942154056,22.585044409603192,3334.1172995165734,5573.763463019155,79.6206147372036,2.3472153537114075,1.1145955079890189,33.39147252311591,6677.249566944505,26.821604747875323,0.46073365774959474,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21125045992228028,0.0,0.0,0.0,0.0,0.0,160.42767454020608,0.0,0.0,0.06615303960492107,0.0,53.952905724459676,43.1380587300898,0.31254979845253705,0.6992942234506396,8.16975588295903,0.039855790185232554,0.33093060053569423,12.878266118830098,0.4558391610360288,9.405246441534368,7.7837025780134805,0.03174031170078431,7.984249521746827,0.3408787824793105,42.90813140192559,10.349599741944287,0.04655933561306697,2070.100984135913,0.16104670005471353,0.0,0.0
118,1.3625278518617916,0.3456922662978431,0.0010565915340203257,0.0,9.648290207051803,202.52509342048643,32.171335934392445,52.22715994564835,0.0,0.0,24.341402135011812,0.0,348171.93340753333,50547.7417538342,333.8480533362935,0.0,6234.438032747611,1522.8507672510243,2.4731962235625025,37.926269017392684,1840.0131827471264,93.50411267364223,4886.284036342807,81.11596687517937,9633.485699948202,1011.0191229981381,0.11852874944455549,0.5158019479020771,0.0,0.0,884.1987713065366,15090.120276590382,0.0,0.0,41.656929448427206,52399.23813835601,1066.4351054498861,170.50589482794055,4.6065272118370215,22.98744081587195,4.475313746251927,10.656682630167676,136.61573753477114,1343.8670314529397,2701.284300953438,109.95406271083542,12112.129716637515,124.94972516615773,397.63890783937416,102.87655952788418,5376.778120384034,3967.944767211141,354.36803784813037,14088.535844564685,10093.756878786367,935.8563340754333,781.7160128282925,6792.415127413525,1500.0843305056878,1236.814621885217,431.7245339448076,16.46976999195369,163.69531466997228,0.0
118,0.012299543024329737,0.002162703736433377,0.3037642228653389,0.3665639345723136,0.0,0.4776382226005418,0.13261411065846757,0.0,0.0065994514556092345,0.0006773859829647035,0.0,0.0,0.714982757569297,1.1190258513786164,0.6802595318113374,0.0,0.0,0.0,0.059711529182910804,0.5392823739713946,0.0,0.0,0.04944203238267728,0.41684755759395753,1.567776327939896e-05,2.890068605870176e-06,7.262179692376192,353.6219907043238,1.4531062805522834,0.3438131547133605,0.002410830804626972,0.0,0.0,0.0,0.1846138516360034,0.2325733665448517,0.06900772012621115,22.63071067516435,0.3497636122093055,0.0012733557792984893,3.3834387200115272,0.0026968116461436147,0.0,0.16683475186124297,0.19559594104534672,62.122855382498315,0.2346601187880572,0.021146024502695458,10.210018797811099,4.999392139723382,6.9613815244043264,0.40845373562929976,3.455071957887836,3.3925270146483832,3.866345539789072,1.2795785892698919,0.29054236818039125,2.2202887658955235,0.36911506054638277,2.6627097614774557,1.7109707209093479,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.009709021944479423,0.0,0.0,0.0,0.00012841021530524274,0.00017304502451524027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4171151297235077,6.912242557860422,9.185946472405687e-07,0.0,0.0,0.0,0.0,0.0,0.004718788538760068,0.0,0.0003812323599900998,6.010838362957777e-05,0.0,1.8504525984244384,1.2859591369206676e-05,0.0,0.0,0.00010926373364018571,0.0,0.041677152009342355,0.0008636105438229886,0.00015007211616866503,0.003349506375864358,0.1159417114609029,0.0013029784081597818,0.08326607683640856,0.010396296886650103,0.0019722005127678515,0.0003497635938796356,0.07437314530423587,0.03547594995793661,0.3440083413410485,0.13695077745406153,0.2121970844467978,0.04892260757375771,0.00017892203892331285,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6180674443589014,0.28453484918875926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25947.474157756318,1439.6152326971899,0.0,0.0,0.0,0.0,0.0,0.0,0.33139947573283696,0.0,0.0,0.0,0.0,4.751341166295042,0.0,7.444807874561394,0.04800032074794795,1334.4606012618526,57.65227902939862,0.15639863173178317,18.920341783519277,0.08330247819250872,620.9851549489974,0.15554211340300358,509.30828839770055,0.7429116015575877,0.1196605409280618,383.27825545717957,522.6729590348772,379.40526280317647,5.423624295874112,16.112576109996652,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.917709509904608,7.89272527128082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372.7110111606321,0.0,0.0,0.0,0.0,0.0,0.0,0.20175553674716612,0.0,0.0,0.0,0.0,0.0,0.5499189472673948,178.82351451644206,0.0,68876.81902411138,2067.2056851659627,0.9167574243391602,0.0006728651755458648,0.0,135158.61025141345,13660.901219325311,3.193658400850536,0.24519579165045796,16.95559800967981,240.9655032005929,519.1117098402653,43.859703912768744,5.103402417917245,132.7521688312979,22522.743784971226,380.5723186697934,19.888407276324823,4.266231215059849,4227.522065769552,114.1653625033833,150.69073029264706,6205503.924874727,13.248775102296571,0.0,0.0
118,0.0,681.3119988322413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.241884818463278,0.1662250178612812,1.660557992320809,0.0,1592.6428767219845,0.004042382660441981,0.02343420790227242,0.0,0.0,63.696848757273074,778.0326390575644,0.0,1.3958714172259044,0.36299641861272947,0.004079648557596875,0.0,0.0,358945.9086445351,0.0,393.51008650938473,130.30506081953064,77.18375275849927,471.6663991064059,0.00786885080992856,0.0,32.12297285514565,0.03690665825504524,108.47841123678465,27523.493875826483,35.21453871470422,0.6208928843509962,0.6530914758710402,0.0,0.0,1.9727049111684245,44.2055800844219,29.398971302032823,7.1595170436444295,13.44445975167855,592.8845148007086,193.27543388970375,276.4119814246409,2946.0041242055263,53.79946998722879,31.945631850085086,276.81094145022706,9.67229779912476,34.708693283351536,0.755536748443338,64.7147660496483,24.797999263179168,0.0,0.0,0.0,0.0
118,0.0,6.990199697757203,10.066576261580717,0.0,0.0,8.031047985181322,1.4057833957045016,7.478090661835846,0.0,204500.36550333246,0.0,0.0,0.11380307970502379,0.015940414726103518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.410584702759049,6011.0209019528365,0.0,0.0,0.0,0.00026986121312186335,0.008589530729022738,0.0,0.0,459.1385804009618,0.002779648496844784,0.4227915504972398,976.9696457095721,0.027057121518288253,64.1926855052154,1.959543144305432,0.8781905107083066,1023.4890348053044,1.9527157899170622,0.5198361730653918,67.53407792613655,1.7635708100811769,0.3696243842328065,1.3526313263294103,0.6052082691518422,0.04819203093561768,10.805476175048499,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,1282935.62978101,32004709.99106263,0.0,0.0,0.0,853.8707762243461,6.059966967370006,35.34774067347104,334.8155859442756,95.8493194709535,34.87972025675346,127.43985268714849,0.0,0.0,192.09626790284963,0.0,4263.733036015272,973.6570359999612,28653.546156406148,0.0,0.0,17.12406541735076,0.0,0.0,753.2866101923504,76.25039984235609,0.0,0.0,0.0,0.0,1265485.3830954302,2.258473555028833,414.76412484578486,17.046606191042578,17045.4136452943,0.06584975402425777,7255.264978039604,0.02238023648828559,0.0,1191973.4303435541,42.291337054659806,696393.1218663005,906892.5259381809,159.6635709874055,195653.15655078192,740.9008478427925,113.62629288389363,1064.8518262697467,74883.05904542342,19197.282702025048,158134.771366665,537541.6987585502,235.85875501059658,604.8739714177208,115963.90598451365,611353.6656271203,0.0,0.0,16955.429880464642,0.0
118,0.0,0.0,0.0,0.0,18.291420319814478,7.21328026667952,0.4415288098243401,0.0,0.0,0.010574338538041817,0.0,0.0,0.0,15.22834738566073,0.0,0.0,24.467272779885366,3.303931476561819,0.0,0.0,0.0,0.0,0.09058816957348781,0.0,0.43171697374111107,0.09069675725707046,106548.43523950344,0.0,0.6967760617085905,0.07439586007808272,0.0,0.0,0.0,0.0,6.2878055042505805,1.5913444786796451,0.0,0.024768957859040357,0.0522568926642692,21.158515991168034,0.0009329210152277976,13.168679709480154,0.0,0.10593030533653865,2410.4148340895763,34.35984871338397,4925.6837191757695,0.03558998528313465,62.698369663672,4.895223176528626,140.65346162713274,168.7825068589383,6400.978399017816,0.0007574335231027606,0.07752810269907076,0.10211060198050843,28.877926927940216,2.4619159548871705,2.336010651942907,2688.252937048873,0.0,0.7869969165606999,0.0,0.0
118,0.0064865795550827455,0.06604310301722452,0.11174593363289671,1.6598672163504382,0.0,0.0,0.0,0.0,0.08532385759439934,0.007524856198397438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02771402966833955,0.018656806839545716,353.72825304375795,18.99879773638336,0.010099084030103008,0.0,1.6349412680675843,0.20399407686176602,0.0,0.0,0.0,0.0,0.0,0.0,0.7095717293465528,0.0,0.06898947124821955,0.0,14.264909342197369,0.018934407118777627,8.655592446998121e-05,0.005096438483836904,0.0,0.2473504390562513,0.0,0.032016850560849,0.3477500482301627,0.013870228633605802,4.217870971745045,12.566828268770836,21.037824658238996,5.581940801581564,0.04953101143178727,0.048389520948142764,0.09965670043083837,14.01594595076175,0.07011320057594678,0.020944601051852235,0.08085554787795804,0.08257342852649412,0.1586162052977246,0.24232999999880422,5.645306733918015e-09,0.0,0.0,0.0
118,0.3515458272850399,0.06737891554895317,30.75753587193401,0.0,4984.92728971823,422.26883599217183,0.8443016510641564,0.0,0.0,0.0,134.49839475547302,38.44949248959472,0.012335945936350937,0.0030125349701169437,40.74696857493638,0.4007364137364121,0.0,0.0,12.845335923941306,41.00624410180071,0.0,0.0,12.241679413237959,95.6677834410357,9.152414122867501e-08,0.3307344105019999,55120.19713683362,175304.0347340616,0.00016119992419210777,1.3260262752654261e-05,0.40778333885489965,0.0,0.0,0.0,337.8864597991601,2.7515269664417485,9.42868452342498,9713.99631266166,0.020609880880082927,4.860405440931818,0.0,0.20925766719658187,0.003293478929377537,24150.522666032724,63.48159375466743,18.25234058502054,314.99694714237853,1310.1187971676989,0.8912663760950501,106.11540559105018,7280.403902656157,348.2273369006566,2.2053020218740476,0.1665494290423652,0.22359208375540648,1465.88570798303,20.52281296580012,29676.28285337481,3.4841742363715498,193.7434350422041,0.25457982175180055,0.0,0.010448374773699745,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,66040.48717433921,34.60462493914864,0.0,0.0,34932.875817816515,1504.4646316339724,0.0,248.82577904272193,82.36870137591309,0.0,0.0,7.724885134126393,71.9691860338825,991.2421859530803,166.35880223965268,26.062552147794225,1890.0207802547982,5807.357002333929,80.89758017851226,74.77002823734554,42130.49736811091,200.3272398819096,13.758943246207306,9.245242161611523,13.991549564549072,172.19712883258518,0.0,78383.48208707687,785.1673232203725,308.23176225986697,288.80986921427194,0.0,1337.7951504771304,84.16755296467495,2429.1027103380998,3375.3300284468532,12053.817021333465,16566.23825902925,2353.0189250012045,591102.3534436,0.0,69101.31906227265,328608.15398699656,8752.52137300116,4179972.8116173274,5989.600971151732,190026.35263997235,26228.25970735689,5196.61860425659,3631.0623093474305,17321.001161071803,67015.177450428,7527.362802052424,9102.224496196268,11251.00219608713,132910.7569331035,30268.473331405614,6372.215090337746,20599.543664622855,27188.605299760275,21080.58642789869,0.0
118,0.0,0.0,1.3149492587189935,0.0,65.08732938548454,32.897614045676406,0.014247518282759181,0.0,920.8379077046499,64757.78770011185,15.545115118231646,0.0,3.477367752975951,0.6302100240253646,0.07799646246350457,0.010654081119414169,299.70192186363477,211.8041818998125,0.0,0.0,0.0,0.0,249.52842952715906,66.65668170528551,0.0,0.0,0.08218088646458178,0.15094024822073498,0.014013612892821329,0.002270841508660084,1.2303776743859811,0.0,0.0,0.0,4176.854955645667,5443.902634115454,36.923637289302036,0.35746793944103594,39.78253087698688,0.6281777088224131,0.0,0.4407154613248668,0.0002746735313299496,344.70595609229315,671.5837472164753,1101.318634929327,242.51899899326182,1630.1712280039378,418.3737625101542,628.3137947153082,2666.1435228719624,2286.6374379826884,538.9551378509576,673.7679189313957,688.6906315703627,1955.7683705088316,673.3364908285849,634.9608758538202,548.3468115660045,192.14501064387827,147.46527087579955,8.92270463908118,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1.1759653510757304,1061.610257189605,485.93412936120257,0.0,0.0,3.1379618735765223e-06,0.0,0.0,657.6289938954221,106.3793141362,0.0,0.0,168.30875093708124,19.20683802491816,951.4085752371614,8.959686273735636,589.3418845178014,108.38870604289306,0.02189795527039507,0.07192931460872079,0.0,0.0,0.0,0.0,0.0016485813345421204,0.33789303892354183,102.17859595990059,484.35386130432687,0.0,0.7590465103779372,0.002670281494384885,0.0,4.9412289565097165,0.0,446.83565589837343,118.63124852039543,44.15690868733545,32.67939192473538,3420.159341214173,42.165552091633685,0.268042795493175,14.784056373054126,0.0,78921.39294827721,2579.816290601967,179.6546973906124,136.09938209159355,972.279934935996,210.31394523339196,27.82926244997401,432.27475997104614,265.69314233223287,1660.2671023855885,7.836280187930723,208.23762797206496,228.98530273182655,1250.0027530061063,195.88245128076602,7.98032074719386,245.86627003625253,2.7448849954337447e-05,0.04981915089902349,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,35.48712327166958,0.02671522916576128,0.047813301092078965,0.0,1148.881400153334,0.0,0.0,0.0,0.0,420912.4013923947,10852.616250204364,0.0,0.0,0.0,0.0,4.178702218835009,0.5210213553279854,21.01120622823212,0.0,96.22219437208958,11.442705845692899,3073.8663822225767,0.0,0.0,40.25090090017439,0.0,0.0,0.0,0.0,0.8899827344622814,0.0,16.222597225310082,0.0,319.1380497966846,4152.882939769929,472.8995258543544,0.9676758804966472,326.743930620519,1576.3033263179266,0.0,4.2299412740607405,0.0,2052.65724879466,15460.812927680998,137.96338304252762,374.569220070668,430.62907031817895,136.4311976628545,519.4097076546352,5151.544320891886,610.9726258611453,123.16320323346221,652.0745555792407,869.083737632472,5566.932652239263,928.6622816410154,513.1644324497978,7679.229862470847,7917.811003088277,30.835376865994014,0.0,0.0,0.0
